no,sub,story,cond,res,res_corrected,scenes_xx,scenes_xz,scenes_final,group,segment_num,condition,no_char,flag
100,0612-2,3,2_p0,"Bill shows up late to the meeting, apologizing profusely. Everyone is not surprised he is late and continues on with the meeting, barely acknowledging him joining. The Chair proposes to change the courses offered in their department, which involves hiring new faculty to teach these new courses.","Bill shows up late to the meeting, apologizing profusely. Everyone is not surprised he is late and continues on with the meeting, barely acknowledging him joining. The Chair proposes to change the courses offered in their department, which involves hiring new faculty to teach these new courses.",1 1 1 1,0 0,1 1 1 1,prediction,2,p0,,
101,0612-2,3,2_p,"Joan proposes to change the courses offered in their department, which involves hiring new faculty to teach these new courses. All faculty agree with this notion.","Joan proposes to change the courses offered in their department, which involves hiring new faculty to teach these new courses. All faculty agree with this notion.",1 1,0 0,1 1,prediction,2,p,,
102,0614-1,3,2_p0,Bill arrives at his car and will begin drunk driving to the faculty meeting. Bill will arrive mid-conversation of Jiyoon. Bill will stumble to his chair and other characters will whisper of his actions and how they were suppose to give him slack. Jiyoon will be frustrated by Bill's actions and shout to all faculty what her gift name plate states. ,Bill arrives at his car and will begin drunk driving to the faculty meeting. Bill will arrive mid-conversation of Jiyoon. Bill will stumble to his chair and other characters will whisper of his actions and how they were suppose to give him slack. Jiyoon will be frustrated by Bill's actions and shout to all faculty what her gift name plate states. ,1 1 1 1 1,0 0 0,1 1 1 1 1,prediction,2,p0,,
103,0614-1,3,2_p,Bill arrives at his car and will begin drunk driving to the faculty meeting. Bill will arrive mid-conversation of Jiyoon. Bill will stumble to his chair and all faculty will whisper of his actions and how they were suppose to give him slack. Jiyoon will be frustrated by Bill's actions and shout to all faculty what her gift name plate states.,Bill arrives at his car and will begin drunk driving to the faculty meeting. Bill will arrive mid-conversation of Jiyoon. Bill will stumble to his chair and all faculty will whisper of his actions and how they were suppose to give him slack. Jiyoon will be frustrated by Bill's actions and shout to all faculty what her gift name plate states.,1 1 1 1 1,0 0 0,1 1 1 1 1,prediction,2,p,1,
104,0615-2,3,2_p0,"Bill has caught the attention of the airport security for drunk-driving a cart that is not his own. He is now in custody at the police station trying to explain his identity and has to call the department. Jiyoon connects to the phone and asks Bill what the hell is going on, but Bill is too drunk to give a coherent answer.","Bill has caught the attention of the airport security for drunk-driving a cart that is not his own. He is now in custody at the police station trying to explain his identity and has to call the department. Jiyoon connects to the phone and asks Bill what the hell is going on, but Bill is too drunk to give a coherent answer.",1 1 1 1,1 1,1 1 1 1,prediction,2,p0,,
105,0615-2,3,2_p,Joan insists that they have to postpone the faculty meeting until they hear from Bill. All faculty starts to voice their own opinion in an unorganized way. Then the staff interrupts the faculty meeting by telling them that the caller on a phone is looking for the chair of the department.,Joan insists that they have to postpone the faculty meeting until they hear from Bill. All faculty starts to voice their own opinion in an unorganized way. Then the staff interrupts the faculty meeting by telling them that the caller on a phone is looking for the chair of the department.,1 1 1 1,0 1,1 1 1 1,prediction,2,p,,
106,0615-3,3,2_p0,,,1 1 1 1,1 1,1 1 1 1,prediction,2,p0,,
107,0615-3,3,2_p,,,1 1 1 1 1 1,1 1,1 1 1 1 1 1,prediction,2,p,,
108,0619-2,3,2_p0,"In a meeting, Jiyoon speaks to a crowd of people about her upcoming plans. Then, the Dean intercepts her remarks.","In a meeting, Jiyoon speaks to a crowd of people about her upcoming plans. Then, the Dean intercepts her remarks.",1 1,1,1 1,prediction,2,p0,,
109,0619-2,3,2_p,"Joan interrupts the Dean. All faculty get into an argument, and Joan tries to calm everyone down.","Joan interrupts the Dean. All faculty get into an argument, and Joan tries to calm everyone down.",1 1 1,0,1 1 1,prediction,2,p,,
110,0629-1,3,2_p0,Bill will get into trouble for being late to the meeting and crashing the cart. This will get Jiyoon into trouble because it reflects poorly on the English department.,Bill will get into trouble for being late to the meeting and crashing the cart. This will get Jiyoon into trouble because it reflects poorly on the English department.,1 1 1,0,1 1 1,prediction,2,p0,,
111,0629-1,3,2_p,Joan and the rest of the faculty have a meeting about Bill's misbehavior.,Joan and the rest of the faculty have a meeting about Bill's misbehavior.,1,0,1,prediction,2,p,,
112,0522-1,3,3_r0,"Elliot is outdated at the school, will dull lectures and very students attending, Yaz is younger and more enticing for the students.","Elliot is outdated at the school, will dull lectures and very students attending, Yaz is younger and more enticing for the students.",0 0,0,0 0,retrodiction,3,r0,,
113,0522-1,3,3_r,"The Dean and Jiyoon had a meeting regaurding the dynamic of the professors in the english department. Some professors are lacking, outdated, and some new and younger. ","The Dean and Jiyoon had a meeting regaurding the dynamic of the professors in the english department. Some professors are lacking, outdated, and some new and younger. ",331,331 305,331 305,retrodiction,3,r,,
114,0522-3,3,3_r0,,,1 1 1,0 353,1 1 353,retrodiction,3,r0,,
115,0522-3,3,3_r,,,331 305 303,307 305 302 303 304,331 305 303,retrodiction,3,r,,
116,0523-2,3,3_r0,Dean and Jiyoon discuss faculty cuts he will have to make if english department enrollment does not increase. ,The Dean and Jiyoon discuss faculty cuts he will have to make if english department enrollment does not increase. ,305,305,305,retrodiction,3,r0,,
117,0523-2,3,3_r,I do not need to update my guess,The Dean and Jiyoon discuss faculty cuts he will have to make if english department enrollment does not increase. ,305,305,305,retrodiction,3,r,,
118,0523-4,3,3_r0,"Jiyoon tells Yaz that Elliot will help her with her tenure case. Elliot shows up to class and wonders where all the students are, meanwhile, everyone is taking Yaz's class.","Jiyoon tells Yaz that Elliot will help her with her tenure case. Elliot shows up to class and wonders where all the students are, meanwhile, everyone is taking Yaz's class.",1 1 1 1,353 1 1,353 1 1,retrodiction,3,r0,,
119,0523-4,3,3_r,"Jiyoon meets with the Dean. He tells her that Elliot's class is getting no students, and he has to find a way to fix it so that Elliot can still teach. He also hands her the student evaluations for Joan, Bill, Elliot, and Yaz.","Jiyoon meets with the Dean. He tells her that Elliot's class is getting no students, and he has to find a way to fix it so that Elliot can still teach. He also hands her the student evaluations for Joan, Bill, Elliot, and Yaz.",331 1 1,331 302 305,305 1 1,retrodiction,3,r,,
120,0524-1,3,3_r0,Jiyoon agrees to give Yaz her own class,Jiyoon agrees to give Yaz her own class,1,0,1,retrodiction,3,r0,,
121,0524-1,3,3_r,Dean speaks about the state of the english dept to Jiyoon,The Dean speaks about the state of the english dept to Jiyoon,331,305,305 331,retrodiction,3,r,,
122,0525-1,3,3_r0,"Characters: Joan and Elliot
Joan and Elliot are in the English faculty lounge discussing the modernization of their department and their concerns about it. They express a longing for the old days.",Joan and Elliot are in the English faculty lounge discussing the modernization of their department and their concerns about it. They express a longing for the old days.,1 1,0,1 1,retrodiction,3,r0,,
123,0525-1,3,3_r,"Jiyoon has her first meeting as chair with the Dean, and he tells her of his concern and goals for the department.","Jiyoon has her first meeting as chair with the Dean, and he tells her of his concern and goals for the department.",331,331 305,331 305,retrodiction,3,r,,
124,0526-1,3,3_r0,Jiyoon meets with the dean,Jiyoon meets with the dean,331,331,331,retrodiction,3,r0,,
125,0526-1,3,3_r,Jiyoon meets with the dean where he discusses the list and pressures to downsize the department due to low enrollment,Jiyoon meets with the dean where he discusses the list and pressures to downsize the department due to low enrollment,331 305,331 301 302,331 305,retrodiction,3,r,,
126,0526-3,3,3_r0,Bill has problems at home,Bill has problems at home,1,0,1,retrodiction,3,r0,,
127,0526-3,3,3_r,The Dean supports Jiyoon in her actions as Chair.,The Dean supports Jiyoon in her actions as Chair.,1,307,307,retrodiction,3,r,,
128,0527-2,3,3_r0,Jiyoon talks to Elliot about Yaz being a new professor.,Jiyoon talks to Elliot about Yaz being a new professor.,1,352,1,retrodiction,3,r0,,
129,0527-2,3,3_r,Dean talks about his worries for having Yaz as a new professor. Jiyoon sticks up for her.,The Dean talks about his worries for having Yaz as a new professor. Jiyoon sticks up for her.,1 1,303 304,1 1,retrodiction,3,r,,
130,0528-2,3,3_r0,Yaz prepares for her first Sex and the Novel class. Elliot prepares for his first American literature course. ,Yaz prepares for her first Sex and the Novel class. Elliot prepares for his first American literature course. ,0 0,0,0 0,retrodiction,3,r0,,
131,0528-2,3,3_r,Jiyoon and the Dean discuss Yaz's possible tenure. The Dean mentions his worries for the English department. ,Jiyoon and the Dean discuss Yaz's possible tenure. The Dean mentions his worries for the English department. ,303 305,303 305,303 305,retrodiction,3,r,,
132,0528-3,3,3_r0,"As the school year begins, Jiyoon asks Elliot to chair Yaz' case for tenure. Lila continually reaches out to Bill about preparation for the school year, but he does not have much prepared.","As the school year begins, Jiyoon asks Elliot to chair Yaz' case for tenure. Lila continually reaches out to Bill about preparation for the school year, but he does not have much prepared.",1 1 87,352 0,0 0 87,retrodiction,3,r0,,
